text_retrieval,natural_language_content_analysis,depend_on,1,Directed
text_retrieval,text_access,depend_on,1,Directed
text_retrieval,text_retrieval_problem,depend_on,1,Directed
text_retrieval,text_retrieval_methods,depend_on,1,Directed
text_retrieval,implementation_of_tr_systems,depend_on,1,Directed
text_retrieval,evaluation_of_tr_systems,depend_on,1,Directed
text_retrieval,feedback_in_text_retrieval,depend_on,1,Directed
text_retrieval,web_search,depend_on,1,Directed
text_retrieval,recommender_systems,depend_on,1,Directed
natural_language_content_analysis,lexical_analysis,depend_on,1,Directed
natural_language_content_analysis,syntactic_analysis,depend_on,1,Directed
natural_language_content_analysis,pragmatic_analysis,depend_on,1,Directed
natural_language_content_analysis,semantic_analysis,depend_on,1,Directed
natural_language_content_analysis,inference,depend_on,1,Directed
natural_language_content_analysis,ambiguity,depend_on,1,Directed
natural_language_content_analysis,bag_of_words_representation,depend_on,1,Directed
text_access,pull_mode_search_engines,depend_on,1,Directed
text_access,push_mode_recommender_systems,depend_on,1,Directed
text_access,querying,depend_on,1,Directed
text_access,browsing,depend_on,1,Directed
text_retrieval_problem,database_retrieval,depend_on,1,Directed
text_retrieval_problem,relevance,depend_on,1,Directed
text_retrieval_problem,document_selection,depend_on,1,Directed
text_retrieval_problem,document_ranking,depend_on,1,Directed
text_retrieval_methods,ranking_Function,depend_on,1,Directed
text_retrieval_methods,similarity_based_models,has_instance,1,Directed
text_retrieval_methods,probabilistic_retrieval_model,has_instance,1,Directed
similarity_based_models,vector_space_model,depend_on,1,Directed
vector_space_model,n_dimensional_space,depend_on,1,Directed
vector_space_model,relevance,depend_on,1,Directed
vector_space_model,simplest_vector_space_model,has_instance,1,Directed
vector_space_model,improved_vector_space_model,has_instance,1,Directed
vector_space_model,state_of_the_art_vsm_ranking_functions,depend_on,1,Directed
simplest_vector_space_model,bag_of_words_representation,depend_on,1,Directed
simplest_vector_space_model,bit_vector,depend_on,1,Directed
simplest_vector_space_model,dot_product,depend_on,1,Directed
improved_vector_space_model,tf_idf_weighting,depend_on,1,Directed
improved_vector_space_model,tf_transformation,depend_on,1,Directed
improved_vector_space_model,document_length_normalization,depend_on,1,Directed
improved_vector_space_model,similarity_measure,depend_on,1,Directed
tf_idf_weighting,term_freq,depend_on,1,Directed
tf_idf_weighting,inverse_document_frequency,depend_on,1,Directed
inverse_document_frequency,document_frequency,depend_on,1,Directed
similarity_measure,dot_product,has_instance,1,Directed
similarity_measure,cosine_measure,has_instance,1,Directed
similarity_measure,euclidean_distance,has_instance,1,Directed
tf_transformation,bm25_transformation,depend_on,1,Directed
tf_transformation,tf_idf_weighting,depend_on,1,Directed
tf_transformation,diminishing_return,depend_on,1,Directed
bm25_transformation,bm25_okapi,depend_on,1,Directed
document_length_normalization,pivoted_length_normalizer,depend_on,1,Directed
state_of_the_art_vsm_ranking_functions,pivoted_length_normalization_vsm,has_instance,1,Directed
state_of_the_art_vsm_ranking_functions,bm25_okapi,has_instance,1,Directed
implementation_of_tr_systems,tokenization,depend_on,1,Directed
implementation_of_tr_systems,indexing,depend_on,1,Directed
implementation_of_tr_systems,zipfs_law,depend_on,1,Directed
implementation_of_tr_systems,Fast_Search,depend_on,1,Directed
indexing,inverted_index,depend_on,1,Directed
inverted_index,inverted_index_construction,depend_on,1,Directed
inverted_index_construction,dictionary,depend_on,1,Directed
inverted_index_construction,postings,depend_on,1,Directed
inverted_index_construction,memory_based_methods,has_instance,1,Directed
inverted_index_construction,sort_based_methods,has_instance,1,Directed
inverted_index_construction,inverted_index_compression,depend_on,1,Directed
inverted_index_compression,tf_compression,has_instance,1,Directed
inverted_index_compression,document_id_compression,has_instance,1,Directed
inverted_index_compression,integer_compression_methods,depend_on,1,Directed
integer_compression_methods,binary_code,has_instance,1,Directed
integer_compression_methods,unary_code,has_instance,1,Directed
integer_compression_methods,gamma_code,has_instance,1,Directed
integer_compression_methods,delta_code,has_instance,1,Directed
gamma_code,unary_code,depend_on,1,Directed
delta_code,gamma_code,depend_on,1,Directed
evaluation_of_tr_systems,cranfield_evaluation_methodology,depend_on,1,Directed
evaluation_of_tr_systems,precision,depend_on,1,Directed
evaluation_of_tr_systems,recall,depend_on,1,Directed
evaluation_of_tr_systems,f_measure,depend_on,1,Directed
f_measure,precision,depend_on,1,Directed
f_measure,precision,depend_on,1,Directed
evaluation_of_tr_systems,evaluating_a_ranked_list,has_instance,1,Directed
evaluation_of_tr_systems,multi_level_judgments,has_instance,1,Directed
evaluation_of_tr_systems,statistical_significance_tests,depend_on,1,Directed
evaluating_a_ranked_list,precision_recall_curve,depend_on,1,Directed
precision_recall_curve,precision,depend_on,1,Directed
precision_recall_curve,recall,depend_on,1,Directed
evaluating_a_ranked_list,average_precision,depend_on,1,Directed
average_precision,precision,depend_on,1,Directed
evaluating_a_ranked_list,mean_average_precision,has_instance,1,Directed
mean_average_precision,Average_Precision,depend_on,1,Directed
evaluating_a_ranked_list,geometric_mean_average_precision,has_instance,1,Directed
geometric_mean_average_precision,average_precision,depend_on,1,Directed
geometric_mean_average_precision,geometric_mean,depend_on,1,Directed
evaluating_a_ranked_list,mean_reciprocal_rank,has_instance,1,Directed
mean_reciprocal_rank,reciprocal_rank,depend_on,1,Directed
multi_level_judgments,normalized_discounted_cumulative_gain,depend_on,1,Directed
normalized_discounted_cumulative_gain,discounted_cumulative_gain,depend_on,1,Directed
discounted_cumulative_gain,cumulative_gain,depend_on,1,Directed
cumulative_gain,gain,depend_on,1,Directed
statistical_significance_tests,sign_test,depend_on,1,Directed
statistical_significance_tests,wilcoxon,depend_on,1,Directed
sign_test,p_value,depend_on,1,Directed
wilcoxon,p_value,depend_on,1,Directed
probabilistic_retrieval_model,query_likelihood_retrieval_model,depend_on,1,Directed
probabilistic_retrieval_model,statistical_language_model,depend_on,1,Directed
probabilistic_retrieval_model,smoothing_methods,depend_on,1,Directed
query_likelihood_retrieval_model,query_likelihood_function,depend_on,1,Directed
query_likelihood_retrieval_model,statistical_language_model,depend_on,1,Directed
query_likelihood_retrieval_model,ranking_function_with_smoothing,depend_on,1,Directed
ranking_function_with_smoothing,smoothing_methods,depend_on,1,Directed
query_likelihood_retrieval_model,tf_idf_weighting,depend_on,1,Directed
query_likelihood_retrieval_model,document_length_normalization,depend_on,1,Directed
ranking_function_with_smoothing,ranking_function_for_jelinek_mercer_smoothing,has_instance,1,Directed
ranking_function_for_jelinek_mercer_smoothing,linear_interpolation_jelinek_mercer_smoothing,depend_on,1,Directed
ranking_function_with_smoothing,ranking_function_for_dirichlet_prior_smoothing,has_instance,1,Directed
ranking_function_for_dirichlet_prior_smoothing,dirichlet_prior_bayesian_smoothing,depend_on,1,Directed
statistical_language_model,unigram_language_model,depend_on,1,Directed
unigram_language_model,bag_of_words_representation,depend_on,1,Directed
statistical_language_model,estimation_of_unigram_language_model,depend_on,1,Directed
statistical_language_model,smoothed_language_model,depend_on,1,Directed
statistical_language_model,language_models_for_topic_representation,depend_on,1,Directed
statistical_language_model,probability,depend_on,1,Directed
language_models_for_topic_representation,background_language_model,depend_on,1,Directed
language_models_for_topic_representation,collection_language_model,depend_on,1,Directed
language_models_for_topic_representation,document_language_model,depend_on,1,Directed
language_models_for_topic_representation,topic_language_model,depend_on,1,Directed
smoothing_methods,smoothed_language_model,depend_on,1,Directed
smoothing_methods,linear_interpolation_jelinek_mercer_smoothing,has_instance,1,Directed
smoothing_methods,dirichlet_prior_bayesian_smoothing,has_instance,1,Directed
estimation_of_unigram_language_model,unigram_language_model,depend_on,1,Directed
estimation_of_unigram_language_model,maximum_likelihood_estimator,has_instance,1,Directed
estimation_of_unigram_language_model,maximum_a_posterior_estimator,has_instance,1,Directed
maximum_likelihood_estimator,likelihood,depend_on,1,Directed
maximum_likelihood_estimator,derivative rules,depend_on,1,Directed
maximum_likelihood_estimator,log_likelihood,depend_on,1,Directed
maximum_a_posterior_estimator,likelihood,depend_on,1,Directed
maximum_a_posterior_estimator,bayes_rule,depend_on,1,Directed
maximum_a_posterior_estimator,log_likelihood,depend_on,1,Directed
maximum_a_posterior_estimator,derivative rules,depend_on,1,Directed
feedback_in_text_retrieval,feedback_types,depend_on,1,Directed
feedback_in_text_retrieval,feedback_in_vector_space_model,has_instance,1,Directed
feedback_in_text_retrieval,feedback_in_language_models,has_instance,1,Directed
feedback_types,relevance_feedback,has_instance,1,Directed
feedback_types,rseudo_feedback,has_instance,1,Directed
feedback_types,Implicit_feedback,has_instance,1,Directed
feedback_in_vector_space_model,rocchio_feedback,depend_on,1,Directed
feedback_in_language_models,kullback_leibler_divergence_retrieval_model,depend_on,1,Directed
feedback_in_language_models,feedback_as_model_interpolation,depend_on,1,Directed
feedback_in_language_models,generative_mixture_model,depend_on,1,Directed
kullback_leibler_divergence_retrieval_model,cross_entropy,depend_on,1,Directed
cross_entropy,entropy,depend_on,1,Directed
generative_mixture_model,maximum_likelihood_estimator,depend_on,1,Directed
web_search,web_search_challenges,depend_on,1,Directed
web_search,web_search_opportunities,depend_on,1,Directed
web_search,crawler,depend_on,1,Directed
web_search,web_indexing,depend_on,1,Directed
web_search,link_analysis,depend_on,1,Directed
web_search,learning_to_rank,depend_on,1,Directed
web_search,future_of_web_search,depend_on,1,Directed
web_indexing,google_file_system,depend_on,1,Directed
web_indexing,inverted_indexing_with_map_reduce,depend_on,1,Directed
inverted_indexing_with_map_reduce,map_reduce,depend_on,1,Directed
link_analysis,anchor_text,depend_on,1,Directed
link_analysis,hub,depend_on,1,Directed
link_analysis,authority,depend_on,1,Directed
link_analysis,pagerank,has_instance,1,Directed
link_analysis,hits,has_instance,1,Directed
pagerank,matrix_multiplication,depend_on,1,Directed
pagerank,transition_matrix,depend_on,1,Directed
hits,hub,depend_on,1,Directed
hits,authority,depend_on,1,Directed
hits,adjacency_matrix,depend_on,1,Directed
map_reduce,parallel_programming,depend_on,1,Directed
map_reduce,hadoop,has_instance,1,Directed
learning_to_rank,features,depend_on,1,Directed
learning_to_rank,regression_based_approaches,depend_on,1,Directed
learning_to_rank,logistic_regression,depend_on,1,Directed
recommender_systems,text_access,depend_on,1,Directed
recommender_systems,filtering_system,depend_on,1,Directed
recommender_systems,content_based_filtering,has_instance,1,Directed
recommender_systems,collaborative_filtering,has_instance,1,Directed
content_based_filtering,binary_classifier,depend_on,1,Directed
content_based_filtering,vector_space_approach,depend_on,1,Directed
vector_space_approach,threshold_learning,depend_on,1,Directed
threshold_learning,beta_gamma_threshold_learning,has_instance,1,Directed
